-4.37458,-4.41239,-4.90257,-4.47415,-4.14993,-4.45197,-4.61076,-4.65784,-4.80954,-3.49619,-2.84886,-2.3466,-4.0347,-3.18599,-1.46326,-1.83532,-1.58096,-1.6542,-1.99384,-1.55668,-1.32582,-1.45648,-1.0324,-1.9394,-2.16299,-1.6489,-1.04249,-1.16675,-1.36803,-2.6884,-1.79706,-1.23299,-1.64564,-1.92533,-2.73338,-3.1201,-3.65596,-4.92184,-3.95594,-4.71423,-4.26289,-4.21359,-4.08663,-4.38665,-4.82826,-4.74596,-3.5205,-3.95902,-2.76202,-1.91569,-2.56077,-1.59772,-2.48699,-1.6256,-1.16365,-1.49753,-1.57484,-1.03043,-1.30762,-2.43517,-1.71791,-1.83872,-1.96891,-1.77105,-2.04199,-1.90426,-2.31068,-2.32024,-2.39121,-2.68722,-2.51525,-1.65363,-1.60552,-1.29503,-1.47257,-2.46537,-1.4389,-1.81418,-1.28559,-1.8958,-2.97688,-3.43388,-4.4474,-4.43258,-5.31464,-4.79996,-4.85359,-5.0111,-5.00018,-4.49303,-4.38605,-4.84641,-4.01647,-1.58994,-1.16444,-1.32429,-1.4602,-0.993805,-1.08461,-2.34321,-1.41808,-1.87186,-2.22521,-2.05173,-2.03991,-1.60616,-1.54674,-1.5419,-3.48765,-2.22253,-2.33597,-1.68627,-2.39783,-2.43926,-2.12326,-1.63411,-1.42941,-1.68011,-1.78968,-2.38944,-0.253553,
-4.37119,-4.28294,-4.76803,-4.09863,-3.75197,-4.26157,-4.32846,-3.65596,-3.09938,-3.65345,-2.97107,-1.4652,-3.24434,-1.46042,-1.47258,-1.59942,-1.13456,-0.814457,-1.76441,-1.39889,-1.6633,-1.51155,-0.77702,-1.39728,-1.44485,-2.5095,-1.98347,-1.05251,-2.16208,-1.29295,-1.68086,-2.33188,-2.11071,-2.43997,-2.01934,-2.72343,-3.29345,-3.66613,-3.57558,-3.2267,-3.65241,-3.64711,-4.04924,-3.30582,-4.26818,-4.2582,-3.74429,-3.21998,-3.03598,-2.05951,-1.10243,-2.41714,-1.09286,-1.84554,-1.03795,-1.20642,-1.62361,-1.30736,-1.6802,-1.15462,-1.2685,-1.32726,-1.91497,-2.28003,-1.44075,-1.52061,-2.21696,-2.26225,-1.75796,-1.26856,-2.07547,-1.97685,-2.2792,-0.988307,-1.42386,-1.45318,-2.27458,-2.10861,-1.76051,-2.2989,-2.40654,-2.64502,-3.46324,-3.4681,-3.72037,-3.68024,-3.45652,-3.89741,-3.85713,-4.20812,-4.31265,-3.35855,-2.79914,-1.57853,-1.79829,-0.843447,-1.72039,-1.1847,-1.63369,-1.83274,-1.50937,-2.29236,-1.92534,-1.39048,-2.10021,-1.87779,-2.06036,-2.02329,-2.68545,-1.31087,-1.94594,-1.55413,-1.72673,-1.70613,-2.12249,-2.29972,-2.10102,-1.82969,-1.60036,-1.62804,0.293771,
-3.75033,-3.72729,-4.32635,-4.20185,-3.80219,-3.57764,-3.69801,-3.15719,-2.88878,-3.5066,-2.43179,-0.998646,-2.32899,-0.996072,-0.456237,-1.33169,-0.697072,-1.0317,-0.680234,-1.14234,-0.979616,-0.805249,-0.654142,-0.405401,-0.14847,-0.0835923,0.0779034,-0.178784,-0.403015,-0.443602,-0.64491,-0.35401,-0.150674,-0.367837,-1.37019,-2.04433,-2.3983,-2.58933,-2.70475,-2.67245,-2.61794,-3.66007,-3.28395,-3.26733,-3.36935,-3.81416,-3.34258,-2.95425,-2.71624,-1.5821,-0.611947,-1.44079,-0.859126,-1.17776,-0.589884,-0.869108,-0.948661,-0.834833,-0.923868,-1.22433,-1.54225,-1.27513,-1.86075,-1.4745,-1.39329,-1.39227,-1.01248,-0.765704,-0.612429,-0.628459,-1.14412,-1.08284,-1.19085,-0.899401,-1.15617,-0.829317,-0.755281,-1.37624,-0.918111,-1.56815,-1.70323,-2.2789,-3.2099,-2.71215,-3.25281,-3.72723,-3.74418,-3.77465,-3.47136,-3.13386,-3.13455,-2.60106,-1.66743,-1.07423,-0.781985,-0.348237,-0.166065,0.15762,-0.0168246,-0.123223,-0.141957,-0.341398,-0.37272,-0.357198,-0.275462,-0.158119,-0.143556,-0.300575,-0.557977,-0.32411,-0.385699,-0.248406,-0.275105,-0.326107,-0.190885,-0.173813,-0.179247,-0.189935,-0.288778,-0.29954,0.725803,
-3.68038,-3.76625,-4.68722,-4.12747,-4.30272,-4.10498,-3.74189,-3.52671,-2.98641,-3.03562,-2.90423,0.195808,0.733527,0.999974,1.18012,1.20058,1.28267,1.22929,1.23463,1.39894,1.50035,1.48986,1.50375,1.47727,1.55438,1.75456,1.72237,1.67227,1.67843,1.6486,1.62635,1.57978,1.46446,0.996145,0.150029,-0.412225,-0.912217,-1.15413,-1.44522,-1.67837,-2.06369,-2.46963,-2.63263,-3.513,-3.552,-3.61429,-3.54356,-3.16502,-2.40029,-0.469198,0.993112,1.31534,1.37543,1.3968,1.42435,1.40701,1.33862,1.22792,1.00093,0.733024,0.546075,0.595426,0.640957,0.733073,0.817295,0.849136,0.938827,1.07416,1.20958,1.0862,1.03877,0.911283,0.34173,0.794812,0.85182,0.64878,0.86804,0.748596,0.735754,0.455228,-0.378009,-1.59482,-1.80232,-2.59652,-3.7432,-3.28948,-3.40582,-3.75718,-4.6438,-3.20112,-2.64402,-2.21942,0.287289,1.02996,1.21234,1.30204,1.39624,1.43113,1.44181,1.38937,1.21233,0.985723,0.931092,0.973711,1.06426,1.0728,0.934747,0.643076,0.52382,0.557953,0.620347,0.647107,0.699711,0.725032,0.774136,0.877985,0.858648,0.817033,0.74386,0.652907,-0.0342031,
-4.44375,-4.31744,-4.28543,-4.06493,-4.06607,-3.56928,-3.6036,-3.26069,-2.79267,-2.39136,-1.79132,0.899291,1.88963,1.92087,1.76076,1.62254,1.45952,1.04391,0.771685,1.03303,1.30839,1.35223,1.38682,1.3108,1.02853,0.862118,0.680169,0.767648,1.27284,1.39098,1.22024,0.771741,0.347047,0.190083,-0.372378,-0.935278,-1.52085,-1.68167,-2.12781,-2.33056,-2.6591,-3.59877,-3.33051,-3.42515,-4.05117,-3.95787,-3.05373,-2.99136,-2.58594,0.395988,1.42257,1.10749,0.842895,0.832573,0.988681,0.980003,0.950744,0.907441,0.79465,0.545652,0.389292,0.419505,0.493492,0.681274,0.787443,0.840651,0.804286,0.626088,0.369732,-0.0710139,0.984373,1.33623,1.44685,1.70013,1.70334,1.48444,1.45247,1.4655,1.28915,0.741756,-0.465044,-1.85658,-1.94157,-2.78076,-3.47222,-3.36485,-3.52196,-3.76892,-3.95009,-3.57896,-3.31541,-1.98882,0.897078,1.14006,0.264192,0.433176,0.536856,0.621313,0.48225,0.231757,-0.102572,-0.488736,-0.454285,-0.215069,-0.552926,-0.464937,-0.321443,-1.29768,-1.15406,-0.753214,-0.689753,-0.405092,-0.952515,-1.13879,-0.957578,-0.602761,-0.902563,-0.581416,-0.765366,-0.812542,0.364791,
-4.53315,-4.61398,-4.73099,-4.67158,-3.83629,-3.81908,-3.60764,-3.47384,-2.95786,-2.988,-2.37608,0.804905,1.33842,0.391967,0.102769,-0.425529,-0.415822,-0.532429,-0.153535,-0.464514,-0.561818,-0.300848,-0.358601,0.333908,0.877904,-0.707765,-0.641467,-0.483974,-0.0601032,0.0824203,-0.244899,-0.412039,-0.495397,-0.925358,-1.36533,-2.06115,-2.59702,-3.1623,-3.27032,-3.07887,-3.38303,-4.74428,-3.2085,-3.39082,-4.16385,-3.46505,-2.86608,-2.43884,-2.39334,0.542974,0.881568,-0.70837,-0.13401,-0.756748,-0.409523,-0.445095,-0.29526,-0.409037,-0.519168,-1.03249,-1.30812,-1.06312,-1.05187,-0.6502,-0.692061,-0.826325,0.00626332,0.584661,-0.331709,-0.767465,-0.523256,-0.929177,-0.143362,0.105559,0.13896,-0.268622,-0.17524,-0.68475,-0.541434,-0.652918,-1.47018,-2.59601,-2.92039,-4.12658,-4.03551,-4.30319,-4.25387,-5.0175,-4.22726,-3.72481,-3.83366,-2.72661,0.690216,0.46773,-0.399754,-0.770294,-0.559541,-0.00645606,-0.0450279,-0.250784,-0.141666,-0.219816,-0.131467,-0.0962227,0.0312206,0.188861,0.306862,0.138005,-0.0384558,0.144462,0.187965,0.273598,0.22212,0.189652,0.224569,0.275435,0.104933,0.0166184,0.232812,0.320672,0.694677,
-4.30596,-4.49033,-4.36674,-3.91568,-3.59825,-3.46279,-3.51469,-3.6089,-3.31522,-2.56718,-2.33951,0.33512,0.757584,0.193999,-0.278574,0.551119,0.945967,1.09434,1.29671,1.34723,1.45871,1.70539,1.78068,2.12284,1.81892,1.13456,1.43396,1.63812,1.6999,1.72043,1.82265,1.39128,0.563752,-0.503075,-1.31643,-1.45075,-2.54263,-3.00172,-2.97244,-3.33925,-3.35428,-2.95688,-3.25867,-3.03623,-3.32826,-3.48426,-2.9056,-2.41964,-1.73343,0.315507,1.10683,1.56806,1.7864,1.73771,1.62682,1.51054,1.40057,1.33623,1.13623,0.827614,0.792547,0.779757,0.743115,0.978381,1.03302,1.12377,1.50256,1.06837,0.400706,0.495925,-0.207616,-1.10518,-0.573015,-0.500261,-0.211881,-0.188482,-0.940081,-0.670013,-0.374354,-0.377567,-1.20858,-3.0282,-3.93548,-3.96199,-3.65729,-4.29068,-4.28607,-4.10817,-3.71316,-3.08713,-3.14479,-1.88039,0.741913,1.21689,1.25782,1.27856,1.27755,1.23127,1.22888,1.21564,1.25121,1.26534,1.22452,1.16088,1.08793,0.979146,0.824987,0.706396,0.622457,0.647993,0.70896,0.730667,0.682368,0.612272,0.673806,0.731928,0.792752,0.798347,0.800949,0.723304,0.0618696,
-3.59074,-3.76557,-3.74866,-3.47282,-3.38438,-3.02732,-2.99641,-2.98228,-2.15388,-1.82267,-1.32369,-0.301204,1.44332,2.15375,2.49804,2.61371,2.55393,2.30728,2.00458,2.19012,2.69787,3.05852,3.14238,2.96669,1.99226,0.875731,0.770088,1.88471,2.59643,2.68829,2.37934,1.42524,0.0216208,-0.419698,-1.59844,-1.5037,-1.95968,-2.06776,-2.32192,-3.20743,-2.85032,-3.2405,-3.07411,-2.94114,-2.66163,-2.43335,-2.90388,-1.7603,-1.87887,-0.115013,2.37188,2.80651,2.34164,2.1516,2.07679,2.09535,2.09906,2.04795,1.91223,1.85436,1.86487,1.90755,1.99927,2.14733,2.25009,2.29351,2.15695,1.05737,0.00504501,0.634004,0.347466,0.613614,0.932778,1.04482,1.71366,2.13516,2.15779,1.91986,1.41033,0.298705,-1.14497,-2.4089,-2.87832,-2.37808,-2.8702,-3.55014,-3.76166,-2.89514,-3.10728,-3.22953,-1.93194,-1.54424,0.463538,1.57221,1.16385,0.672451,0.700263,0.777609,0.558358,0.311251,0.196364,-0.0651326,-0.378853,-0.721025,-0.181377,-0.0867192,-0.148673,-0.638463,-0.612031,-0.467637,-0.154979,-0.0630151,-0.559932,-0.73765,-0.785498,-0.32186,-0.392757,-0.392166,-0.442014,-0.53698,1.19361,
-3.28377,-3.4461,-3.61623,-2.94292,-2.78584,-2.70657,-2.30707,-2.59011,-1.63096,-1.01147,-0.521773,0.119306,2.23253,2.63081,2.35948,2.06428,1.73335,1.09104,0.106472,0.532824,1.43095,1.6153,1.65813,1.80449,1.77728,0.391814,0.89064,1.45918,1.53022,1.24928,0.999278,0.87189,0.532424,0.0230118,-1.57757,-1.19526,-1.95484,-2.70419,-2.05928,-2.62549,-2.88839,-3.31914,-3.27486,-3.15342,-2.83605,-2.65812,-2.35496,-1.63683,-0.39452,-0.0833719,2.57499,2.65899,1.05021,0.719605,0.42652,0.835298,0.676042,0.505859,0.32676,0.141547,0.214362,0.616049,0.783188,0.87494,0.80418,0.717245,1.2909,1.20131,0.051467,1.2564,1.4145,0.919486,1.46332,2.27236,2.53941,2.39274,2.18405,1.82131,1.25186,-0.411748,-0.971684,-1.9683,-2.30286,-1.94484,-2.25639,-2.65306,-2.53288,-3.21561,-3.05657,-2.78677,-1.13056,-0.702768,1.53585,2.06808,1.15669,1.00442,0.950736,1.06281,1.25734,1.44998,1.69921,1.85142,1.91227,1.91397,1.94319,2.06724,2.14639,2.19807,2.30862,2.34407,2.36203,2.39182,2.41502,2.43295,2.42547,2.4164,2.39084,2.38359,2.3873,2.39877,2.28053,
-4.16744,-4.16828,-3.98222,-3.06928,-3.0478,-2.74962,-2.29471,-2.10412,-2.16078,-1.02644,0.00549414,0.274833,1.38183,1.00051,-0.0124888,0.129564,-0.401045,-0.524057,-0.0714968,0.52764,0.557359,0.543271,0.831101,1.71387,1.63374,1.1214,1.6126,1.92415,1.73087,1.1144,1.4185,1.59055,1.21733,-0.218903,-1.00336,-1.05407,-1.74985,-1.87024,-2.22907,-2.70485,-2.49126,-3.0002,-2.84124,-3.1359,-2.481,-2.81364,-1.76493,-1.21241,-0.454274,0.25801,1.56714,1.78391,1.77044,2.01863,1.93554,1.8822,1.75393,1.82053,1.91279,1.88654,1.83879,1.76012,1.70227,1.63276,1.58893,1.38916,1.62502,1.28154,0.294606,1.05374,1.06805,0.195349,0.141867,0.759796,0.65991,0.0933975,-0.58912,-0.655893,-0.381696,-1.04161,-1.75442,-2.36473,-2.82723,-2.66929,-2.83675,-3.81694,-3.43857,-3.38113,-2.91494,-3.20025,-1.6318,-0.540515,1.93655,2.37617,2.45381,2.57491,2.5349,2.46661,2.46917,2.3959,2.41468,2.46675,2.40047,2.22915,1.99879,1.93837,1.84901,1.75171,1.8921,1.88622,1.94638,2.00667,1.91903,1.88308,1.90549,1.90531,1.92195,1.94979,1.94704,1.89854,2.19994,
