-33.5527,-27.7532,-21.5407,-15.1615,-17.6673,-8.42146,-19.4885,-15.5291,-16.5575,-7.84463,-20.9303,-25.3578,-25.8266,-25.537,-37.4117,-36.7343,-49.6844,-44.9274,-39.434,-34.7481,-26.2702,-14.9618,-19.0492,-7.88844,-15.785,-3.54475,-16.5399,-7.82207,-6.8153,-2.81247,-5.3767,-8.27,-16.8887,-14.4292,-8.18291,-9.26488,-15.1391,-17.4592,-18.5056,-24.3743,-18.3864,-21.4873,-17.9035,-33.0286,-28.8372,-53.5125,-36.8478,-37.5768,-40.0078,-60.9626,-38.8596,-48.3409,-39.4527,-38.5453,-36.1976,-29.2003,-32.5168,-30.4745,-31.9786,-23.6274,-31.6381,-22.9829,-28.2569,-24.6827,-32.3619,-27.8563,-32.5628,-61.0355,-48.2201,-43.9683,-50.9902,-49.0369,-48.4333,-60.1609,-55.6487,-57.3705,-54.7136,-51.7448,-43.3111,-49.813,-33.3568,-27.6917,-26.7717,-19.7142,-13.4752,-15.779,-25.5677,-10.6871,-12.0267,-14.4612,-27.037,-23.9561,-21.1368,-30.9389,-27.4122,-39.5538,-39.7093,-51.1965,-44.6534,-44.5102,-39.3288,-23.4655,-22.595,-20.2368,-20.8689,-35.9777,-38.4816,-22.5045,-18.8835,-16.0422,-16.8942,-17.4433,-35.4669,-24.8175,-18.7285,-16.5625,-18.2221,-23.0776,
-30.6108,-26.6474,-25.9247,-18.5617,-9.03607,-8.45615,-16.2616,-11.2205,-10.6911,-12.669,-19.5137,-17.5827,-22.1962,-25.9845,-38.7295,-33.3821,-40.1643,-38.173,-35.6842,-26.1341,-20.7316,-10.7914,-14.8467,-4.13502,-11.2858,-10.0513,-13.2419,-18.3235,-6.60484,-8.28517,-5.67014,-13.9039,-7.40748,-21.3802,-2.94318,-12.3476,-6.86933,-13.7144,-31.1274,-18.7267,-16.4484,-15.5831,-20.1197,-32.8873,-30.9126,-30.4949,-31.2487,-33.5366,-37.4395,-35.8617,-29.0612,-38.6826,-33.4937,-35.0125,-28.9082,-25.0201,-27.1748,-26.0043,-28.9026,-24.8371,-25.8554,-18.4037,-21.007,-29.5631,-25.6669,-32.2609,-33.5478,-44.0025,-38.162,-37.4425,-42.9365,-47.8354,-42.1339,-43.3987,-41.3273,-41.9894,-39.4095,-38.0601,-39.0863,-33.1468,-24.1737,-16.7822,-22.3462,-10.7353,-7.86906,-16.4809,-23.2517,-8.80762,-7.99444,-5.48275,-15.5553,-13.3257,-16.8573,-28.4377,-23.476,-25.896,-33.3508,-45.0363,-39.609,-38.1253,-41.3313,-19.769,-16.1058,-18.4806,-24.9497,-23.3054,-26.2165,-18.1177,-13.4407,-12.7801,-11.67,-12.3665,-15.7501,-22.9536,-24.2927,-20.8004,-18.8204,-32.2728,
-22.8081,-23.8544,-20.5826,-10.2818,-7.74992,-4.02958,-10.2104,-5.25469,-4.73821,-3.72909,-21.1508,-11.0877,-13.6161,-16.0539,-24.3441,-30.0664,-30.8377,-27.9,-26.5467,-16.2133,-15.2044,-7.57882,-13.5526,-1.63295,-8.29478,-3.21688,-3.18114,-4.5084,-10.695,-3.03452,-7.64987,-8.21344,-6.79518,-16.9397,-4.92942,-8.5283,-4.84875,-9.47384,-16.7659,-13.9085,-13.5619,-11.6217,-13.7198,-29.1724,-22.5693,-22.5765,-24.8849,-34.423,-27.6542,-34.905,-30.5457,-30.4372,-27.2698,-32.1967,-22.7334,-19.443,-21.2237,-24.8904,-21.1815,-17.8975,-17.8221,-16.7613,-16.612,-22.8628,-20.5562,-24.1177,-29.0398,-34.6028,-35.3709,-30.3951,-32.2502,-34.0674,-34.0558,-37.5119,-34.9132,-35.9682,-29.3823,-29.0278,-29.0352,-26.3194,-20.0947,-14.7665,-22.5325,-10.607,-8.69521,-9.99936,-10.7211,-4.38361,-9.64953,-3.32325,-8.12874,-19.8019,-14.1599,-18.1752,-17.4771,-24.5516,-30.0647,-32.9487,-32.6041,-27.8998,-28.8965,-16.0027,-13.23,-13.6202,-14.947,-17.8686,-19.6875,-17.4547,-12.6969,-12.4792,-15.1112,-15.6696,-16.3934,-18.7585,-17.7304,-13.7237,-15.5171,-20.2882,
-28.6814,-24.5301,-21.4511,-3.71115,-1.02197,-1.15993,-2.72605,0.0236648,5.05508,5.75219,5.4354,7.3621,4.18692,-4.90453,-17.8912,-18.5581,-23.2489,-25.3717,-24.1174,-16.8797,-6.14646,-4.01936,-8.39291,-6.26749,-6.26033,-2.21309,1.35226,0.992068,-4.1779,3.97006,3.24084,-2.76532,3.01333,-1.10508,-0.112439,1.7288,4.05692,4.47071,1.37149,-5.02515,-6.25168,-8.87117,-11.6178,-20.3086,-28.5924,-24.0502,-17.8123,-14.1648,-19.8434,-24.0768,-25.6942,-33.8055,-26.8441,-29.7535,-23.0714,-18.7152,-17.0815,-21.206,-15.42,-18.6776,-19.1403,-15.0855,-18.867,-18.5547,-18.9568,-25.3788,-33.6916,-31.7964,-34.6565,-36.9719,-43.6355,-46.4913,-39.9561,-41.7636,-44.3948,-44.1028,-41.7575,-35.7143,-36.4943,-32.2514,-10.4925,-7.38376,-12.4317,-9.7988,-10.4177,-15.4701,-14.2383,-6.50917,-0.00217366,2.83278,-2.41173,-8.30979,-7.97628,-2.22578,-4.76615,-14.3718,-23.3468,-28.3341,-30.7505,-33.1427,-33.348,-11.3631,-14.3175,-10.5779,-9.14772,-12.5573,-11.2096,-8.42536,-6.42044,-5.85913,-6.1517,-6.46562,-7.68148,-8.50712,-12.2857,-8.1113,-6.1067,-18.303,
-29.924,-28.3175,-23.707,2.27335,16.2946,19.8213,20.5608,21.2516,21.6833,21.9278,20.7667,16.3791,7.05996,-2.72916,-10.0659,-16.9409,-15.7876,-18.3476,-23.023,-14.739,7.25513,15.1242,17.4547,17.7812,17.6875,17.9764,18.3276,18.5324,18.8348,18.7802,18.6198,18.3594,17.8157,17.79,17.5232,16.7301,13.6668,4.66032,6.10858,3.31995,2.30536,-2.12517,-9.18573,-17.3208,-20.7612,-24.0741,-16.0425,-11.3178,-15.296,-23.2535,-22.3815,-21.7773,-29.9935,-27.913,-10.7929,-0.894439,-0.718982,-2.98113,-10.605,-13.6892,-9.48231,-10.031,-10.9776,-18.1611,-10.0487,-10.3232,-21.7158,-31.5373,-38.4863,-37.93,-40.1039,-43.3151,-44.5261,-43.6179,-47.6505,-47.7587,-50.81,-39.249,-39.0174,-24.7422,-0.959936,11.5238,15.2289,16.1896,16.1338,14.6665,12.8974,12.1284,10.666,5.70241,0.596243,-2.97859,-3.12078,1.27946,-4.1771,-16.992,-24.1898,-28.5128,-26.8592,-26.1762,-25.3246,-3.64954,7.32078,9.55623,9.48928,9.5512,10.1338,10.7462,11.4513,11.5383,11.6101,11.723,11.5602,11.5793,12.7396,12.0572,6.05246,-7.10184,
-33.8952,-28.3167,-22.1055,3.63505,18.0169,17.2096,15.1636,14.1937,13.6465,11.0952,9.82465,3.34549,-3.56938,-16.2047,-20.0527,-22.7135,-27.0483,-26.6882,-19.0134,-14.3786,11.8936,19.2612,15.2303,13.5643,12.3016,11.2059,13.3019,12.4071,10.7029,12.3992,11.5173,9.47856,11.1317,9.80137,10.1477,10.0216,5.98301,-4.23791,-5.37568,1.46855,3.61892,-4.7094,-1.09974,-16.1605,-25.1601,-22.8846,-26.139,-25.0107,-22.1168,-24.1129,-23.6343,-25.3032,-25.2704,-23.0953,-9.87288,4.70194,12.7402,14.4646,14.1095,13.1816,11.1733,10.9782,12.2693,12.2967,9.69904,3.31889,-7.31392,-15.8646,-20.4551,-26.9227,-25.5192,-28.4104,-33.9444,-35.4661,-39.2575,-42.8387,-42.4652,-40.7934,-49.4653,-27.8514,1.12699,15.5228,15.5605,13.2778,13.3576,14.0067,13.6875,10.7711,4.94002,3.08757,0.175156,2.65932,2.45611,-0.086017,-0.228787,-19.7501,-25.2349,-32.1008,-27.6625,-23.186,-25.724,-1.5982,15.1293,17.7408,16.426,16.7423,17.0262,17.4475,17.7853,18.1829,18.4062,18.6203,18.2765,17.7522,16.0775,10.2869,-0.111246,-12.8948,
-27.0803,-25.7152,-17.3139,1.9758,11.6992,4.84146,-1.44079,-5.96506,0.375917,-6.59425,-4.09956,-11.605,-5.01066,-11.5159,-24.5337,-26.0543,-25.0355,-30.652,-18.9281,-10.1793,8.30837,10.1411,0.539207,-1.12786,-2.6183,-2.50996,-1.15274,-2.18627,-1.32808,3.15313,3.98219,-0.345722,2.96278,0.729243,4.16892,-2.65022,4.88668,3.07225,-4.25788,3.83044,9.38317,4.89647,2.97351,-11.6678,-19.3123,-21.4746,-27.1934,-29.5423,-30.8186,-27.8958,-24.9247,-26.8291,-27.279,-25.705,-17.1649,-4.441,2.61113,6.60094,9.87942,12.0916,13.9581,15.781,15.9169,12.8072,4.6867,-2.64319,-7.52313,-14.3174,-17.3615,-24.1566,-27.752,-31.958,-31.9401,-35.6265,-40.3613,-39.6237,-35.7624,-39.2153,-36.6978,-28.8628,0.23622,7.47307,-1.7075,-2.41054,-6.98826,-4.39303,-0.621513,2.91298,2.88842,11.628,9.47981,6.3075,8.68898,5.9402,-2.59361,-17.4655,-23.2737,-27.2186,-19.889,-16.2934,-22.6857,-4.78103,9.06686,4.00003,-4.18057,-3.79398,-2.3757,-1.40315,0.0234521,1.22552,1.10051,1.38413,0.0535253,-2.85629,-4.28373,-4.4651,-16.4102,-21.2086,
-22.6725,-17.4012,-16.801,-4.78034,6.69255,3.98217,0.575452,0.897753,-4.12984,5.66743,10.755,13.2059,8.77968,-6.75749,-18.9952,-22.5027,-20.686,-15.7684,-16.5389,-3.09712,0.285081,6.66545,1.67498,4.54428,7.8199,9.23759,6.15146,3.34585,0.448597,0.157777,-4.89906,-5.86392,-6.64894,-3.67365,-4.39923,12.8734,17.3091,6.2044,-0.990437,7.14805,10.3348,4.22328,3.68503,-9.21986,-10.6186,-12.4669,-19.966,-15.1338,-16.3836,-22.4718,-28.0063,-26.1075,-22.6834,-21.9038,-23.1667,-17.5608,-19.4476,-10.2388,-10.7155,-10.9611,-9.96805,-9.79305,-8.99004,-7.84473,-12.389,-17.3377,-24.2977,-27.0648,-25.3855,-34.882,-33.5629,-36.7513,-37.7715,-38.0923,-34.9344,-39.2346,-37.1662,-38.0019,-28.3123,-24.3922,-2.50169,0.459855,-4.76144,-10.8637,-5.40947,-2.58348,1.70677,9.407,14.6555,18.6526,16.4547,15.2888,9.99308,8.7021,-5.85944,-18.5879,-20.4172,-23.3421,-12.971,-10.8884,-18.6514,-10.1273,1.86568,-4.86873,-11.2687,-7.52416,-7.84586,-6.64564,-4.3561,-6.05087,-3.35847,-5.52673,-5.65148,-6.21656,-7.23853,-5.31296,-10.744,-17.9569,
-19.9871,-11.4345,-4.94351,-1.9164,13.8324,24.8463,28.3548,29.2978,29.2481,27.6385,22.446,16.9148,10.1255,-2.52761,-3.21968,-8.85,-10.6411,-7.17479,-8.61466,3.77628,11.5462,23.0372,31.0695,33.0618,32.8683,32.6792,33.496,33.842,33.8398,33.1241,32.839,32.773,32.9705,33.1592,33.4829,34.4611,31.7437,18.0004,6.81556,13.2475,25.3147,25.7954,17.8941,13.6444,5.01803,-0.612147,-9.29714,-9.69915,-12.2376,-19.7743,-18.0742,-21.8086,-15.2365,-16.1186,-15.2171,-6.05466,-5.67303,-7.96051,-14.7801,-16.1355,-7.80982,-10.9087,-12.8888,-11.8561,-14.3321,-15.3822,-23.6011,-18.1504,-14.285,-21.4291,-26.207,-27.6851,-33.8644,-36.4547,-30.4109,-35.0481,-39.621,-35.9503,-28.8403,-20.509,-2.67087,9.78406,17.9116,19.9055,19.7465,21.5132,25.657,31.3493,35.3382,32.7499,29.0492,19.6803,13.2764,9.7213,3.77171,-1.9152,-2.58479,-5.05268,-7.34149,0.705822,-2.0017,-6.45937,4.21628,9.96066,10.7521,7.00482,6.35182,7.38279,8.76392,9.88255,9.13617,8.04225,5.81034,4.0209,9.70773,12.6273,8.7714,-6.21485,
-18.075,-12.137,-12.4113,-3.82122,16.4405,24.7826,25.8002,24.4292,22.5907,19.4339,10.4993,1.31398,-2.69835,-6.93237,-8.69126,-13.7514,-13.4111,-7.12158,-2.30324,3.04761,12.6161,31.3503,36.752,34.3105,31.5642,28.9598,30.0501,29.2051,28.1842,26.9704,26.0599,26.1743,25.996,26.4876,26.4069,26.1374,24.3386,17.504,2.99359,11.5621,23.562,26.715,21.6123,16.3549,7.09808,-2.2774,-3.54226,-7.22913,-7.59282,-13.4889,-12.4666,-18.7196,-14.6305,-18.3326,-7.61646,-0.601355,0.409403,0.425827,-0.587858,-8.54046,-5.19687,-5.94789,-7.97612,-0.352914,-0.18453,-4.77604,-18.577,-18.2535,-15.6223,-21.4642,-24.1611,-31.8213,-41.4795,-33.5591,-35.0254,-37.6741,-39.0217,-36.4431,-26.7889,-19.4105,-3.94056,19.5296,24.7459,22.8521,23.0169,25.7669,29.5329,32.2412,31.1141,24.7338,25.6749,17.6879,3.99127,3.08781,-2.20115,-1.68537,-6.46736,-8.16794,-4.59731,0.811797,-4.30141,-7.61243,8.55251,20.3037,24.1811,24.1129,24.2138,24.9395,25.8655,26.7872,26.3473,24.5247,22.3036,20.1722,17.8319,13.477,8.72608,-4.21096,
